COMPANY NAME ,NAME,RAZÓN SOCIAL,RUT,Dirección Facturación,Dirección Despacho,Comuna Despacho,Región Despacho,Horario Despacho,Precio Caja,diasCredito,Orden de compra (SI O NO),Unidad/Caja,EMAIL PEDIDO,EMAIL FACTURA,CENTRO DE NEGOCIOS ,VENDEDOR ,BANEADO,Precio Caja 90,Precio Caja Free,
Cinépolis,Cinépolis Padre Hurtado,OPERADORA CHILENA DE CINES CINÉPOLIS SPA,76.416.414-8,AV. OSSA 655,"Avda. Padre Hurtado Sur 875, Loc. 200 y 300",Las Condes,Santiago,9.00 a 11.00,$78.960,30,,CAJA,,bparra@cinepolis.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Cinépolis,Cinépolis Plaza Egaña,OPERADORA CHILENA DE CINES CINÉPOLIS SPA,76.416.414-8,AV. OSSA 655,Av. Larrain 5862 Loc.400- Cinepolis,La Reina,Santiago,9.00 a 11.00,$78.960,30,,CAJA,,bparra@cinepolis.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Ultramar,Ultramar,Inversiones Ultramar Limitada,76.549.561-K,"El Bosque Norte 500, Piso 18","El Bosque Norte 500, Piso 18",Las Condes,Santiago,9.00 a 13.00,$78.960,1,,CAJA,,kvalenzuela@ultramar.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Mil Sabores Chicureo,Mil Sabores Chicureo,ANGÉLICA PINO,8.399.597-1,"El Bosque Norte 500, Piso 18","Guay Guay 1, Piedra Roja",Colina,Santiago,9.00 a 19.00,$78.960,1,,CAJA,,avpino@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
ASF Market,ASF La Cruz,COMERCIALIZADORA AGRICOLA ASF LIMITADA,76.489.070-1,Edmundo Eluchans 1850 Local 3,av valparaíso 401 local 3,Curauma,Valparaíso,09:30 - 18:00,$78.960,30,,CAJA,,jfaks@gagchile.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
La Pulpería de Maka,La Pulpería de Maka,La Pulperia de Maka,77.971.057-2,Las Pimpinelas 1191,Las Pimpinelas 1191,Concón,Valparaíso,9 a 20  hs,$78.960,1,,CAJA,,ferrari.karina@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Latinmarket,Latinmarket,Latinmarket,76961863-5,Echenique 5819 local 1 ,Echenique 5819 local 1 ,La Reina,Santiago,10 a 16 hs,$78.960,1,,CAJA,,ruth.r16@hotmail.com ,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Local Burger,Local Burger Providencia,GASTRONOMICA GRUPO SEIS SPA,77.201.862-2,LOS MILITARES 5934 LOCAL 1,"Av. Providencia 1403, Local 12",Las Condes,Santiago,09:00 - 16:00,"$78,960",30,,CAJA,,Gpenafiel@localburger.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Minimarket Algarrobo,Minimarket Algarrobo,JESSICA ANTICOI ROJAS,16177873-7,AV. CUATRO PONIENTE 1535,AV. CUATRO PONIENTE 1535,Maipú,Santiago,9 a 20 hs,$78.960,1,,CAJA,,algarrobominimarket@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Gloval Market,Gloval Market,Inversiones global express spa,77.153.146-6,AV. VICUÑA MACKENA 1215,AV. VICUÑA MACKENA 1215,Santiago Centro,Santiago,09:00 - 16:00,$78.960,1,,CAJA,,Globalmarkerstgo@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Get It,GET IT San Sebastián,CONVENIENCE DE CHILE SPA,76.865.177-9,NUEVA DE LYON 135 LC 102,San Sebastian 2881,Las Condes,Santiago,10:00 - 20:00,"$70,800",30,,CAJA,,davidcayuleo@getitchile.cl,VENTAS ,FJAMIS,,41220,77880,
Get It,GET IT Las Vizcachas,CONVENIENCE DE CHILE SPA,76.865.177-9,NUEVA DE LYON 135 LC 102,Camino San José de Maipo 06355,Puente Alto,Santiago,07:00 - 11:00,"$70,800",30,,CAJA,,davidcayuleo@getitchile.cl,VENTAS ,FJAMIS,,41220,77880,
Jean Food,Jean Food,MALDONADO CADENA LIMITADA,77.371.317-0,CHILLAN 931 B,LIUCURA 1261,Rancagua,Ohiggins,09:00 - 11:00,$78.960,NOTA DE VENTA (CONTADO),,,,jeanfoodcl@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Just Burger,Just Burger Las Tranqueras,JUST BURGER SPA,77.209.687-9,AVENIDA APOQUINDO 4615,"Av, Vitacura # 8585",Vitacura,Santiago,08:00 - 23:00,"$78,960",30,,CAJA,,Thiare.alvarez@pjchile.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Aramark Corporativo,Aramark Corporativo,CENTRAL DE RESTAURANTES ARAMARK LIMITADA,76.178.360-2, AVDA. DEL CONDOR  760, AVDA. DEL CONDOR  760,Huechuraba,Santiago,09:00 - 11:00,$68.400,30,,,,pago-proveedores@aramark.cl,VENTAS ,FJAMIS,,41220 ,69090,
Anda y Sale Delivery,Anda y Sale Delivery,ANDA Y SALE SPA,76.901.516-7,RENGO 742,RENGO 742,Ñuñoa,Santiago,8:00 - 15:00,"$78,960",1,,,,cristian@radici.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Minimarket La Casa Roja,Minimarket La Casa Roja,GLORIA ISABEL RECABARREN TORRES,14265296-k,Dr. Pedro Lautaro Ferrer 2762,Dr. Pedro Lautaro Ferrer 2762,Providencia,Santiago,8:00 - 20:00,"$78,960",1,,,,eduardcabrita10@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
StreetWrap Manuel Montt,StreetWrap Manuel Montt,INVERSIONES J3 SPA,78.079.263-9,MANUEL MONTT 183 LC 2 ,MANUEL MONTT 183 LC 2 ,Providencia,Santiago,8:00 - 20:00,"$75,600",1,,,,streetwrap.manuelmontt@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Stop Market ,Stop Market Eusebio Lillo,COMERCIAL JAPA LIMITADA,77.727.212-8,ELIODORO YAÑEZ 2295,Evaristo Lillo 29,Las Condes,Santiago,8:00 - 20:00,$78.000,30,,CAJA,,Comercialjapaltda@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Stop Market ,Stop Market La Capitanía,COMERCIAL JAPA LIMITADA,77.727.212-8,ELIODORO YAÑEZ 2295,La Capitanía 70 Las Condes,Las Condes,Santiago,8:00 - 20:00,$78.000,30,,,,Comercialjapaltda@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Stop Market ,Stop Market Salvador,COMERCIAL JAPA LIMITADA,77.727.212-8,ELIODORO YAÑEZ 2295,Salvador 1866 ,Ñuñoa,Santiago,8:00 - 20:00,$78.000,30,,,,Comercialjapaltda@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
La Pastinella,La Pastinella,LA PASTINELLA LIMITADA,77.568.831- 9,"Camino Los Boldos sin número,",Renato Sanchez 3779,Las Condes,Santiago,10 a 19 hs,"$78,960",1,,,,lapastinella@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Aramark,Cafetería Scotiabiank Aramark,CENTRAL DE RESTAURANTES ARAMARK LTDA,76.178.360­2,Avenida del Cóndor 760,"AVDA COSTANERA SUR 2710, PISO 12",Las Condes,Santiago,9 a 16 hs,$68.400,30,,,,pago-proveedores@aramark.cl,VENTAS ,FJAMIS,,41220 ,69090,
Aramark,Getaway - Corporativo Aramark,CENTRAL DE RESTAURANTES ARAMARK LTDA,76.178.360­2,Avenida del Cóndor 760,"Av. El Condor 760, Ciudad Empresarial",Huechuraba,Santiago,8 a 16 hs,$68.400,30,,,,pago-proveedores@aramark.cl,VENTAS ,FJAMIS,,41220 ,69090,
Aramark,Bonmestre C.Alemana ,CENTRAL DE RESTAURANTES ARAMARK LTDA,76.178.360­2,Avenida del Cóndor 760,AVDA. VITACURA 5951,Vitacura,Santiago,8 a 16 hs,$68.400,30,,,,pago-proveedores@aramark.cl,VENTAS ,FJAMIS,,41220 ,69090,
Aramark,Belicia C. Alemana La Dehesa,CENTRAL DE RESTAURANTES ARAMARK LTDA,76.178.360­2,Avenida del Cóndor 760,Av. José Alcalde Délano 12205,Lo Barnechea,Santiago,8 a 16 hs,$68.400,30,,,,pago-proveedores@aramark.cl,VENTAS ,FJAMIS,,41220 ,69090,
Aramark,Gran Vía UAndes (Aramark),CENTRAL DE RESTAURANTES ARAMARK LTDA,76.178.360­2,Avenida del Cóndor 760,MONSEÑOR ALVARO DEL PORTILLO 12455,Las Condes,Santiago,8 a 16 hs,$68.400,30,,,,pago-proveedores@aramark.cl,VENTAS ,FJAMIS,,41220 ,69090,
Delikaten,Delikaten Andalue,INVERSIONES Y ASESORIAS VALJU S.A.,99.559.880-9,Queule 1446,Queule 1446,San Pedro de la Paz,Concepción,09:00 a 17:00,$76.560,15,,,,macahormazabalv@gmail.com,VENTAS,FPARAM,,41220 ,$84.216,
Delikaten,Delikaten Huertos,INVERSIONES Y ASESORIAS VALJU S.A.,99.559.880-9,Av. las Margaritas 1574,Av. las Margaritas 1574,San Pedro de la Paz,Concepción,09:00 a 17:00,$76.560,15,,,,macahormazabalv@gmail.com,VENTAS,FPARAM,,41220 ,$84.216,
Delikaten,Delikaten Ohiggins,INVERSIONES Y ASESORIAS VALJU S.A.,99.559.880-9,Ohiggins 1719,Ohiggins 1719,Concepción,Concepción,09:00 a 17:00,$76.560,15,,,,macahormazabalv@gmail.com,VENTAS,FPARAM,,41220 ,$84.216,
Strip del Valle,Strip del Valle,STRIP DEL VALLE SPA,77.380.628-4,Paicavi Sur 960,Paicavi Sur 960,Concepción,Concepción,07:30 a 21:30,$76.560,1,,,,stripdelvalle@gmail.com,VENTAS,FPARAM,,41220 ,$84.216,
Emporio del Huerto,Emporio del Huerto,COMERCIALIZADORA CRISTINA ALCANTARA DUFEU EIRL,76.794.594-9,"Los Canelos 138, villa San Pedro","Los Canelos 138, villa San Pedro",San Pedro de la Paz,Concepción,09:00 a 14:00,$76.560,1,,,,Emporiodelhuertospp@gmail.com,VENTAS,FPARAM,,41220 ,$84.216,
Combustibles lauquen Antu ,Combustibles lauquen Antu ,COMBUSTIBLES LAUQUEN ANTU LIMITADA,76.911.292-8,Blanco Encalada 702,Blanco Encalada 702,Talcahuano,Concepción,08:00 a 18:00,$76.560,1,,,,francisco.bobadilla@cl.nestle.com,VENTAS,FPARAM,,41220 ,$84.216,
Surhouse,Surhouse,COMRCIALIZADORA SURHOUSE LIMITADA,78.792.300-3,Avenida Pedro de Valdivia 1202,Avenida Pedro de Valdivia 1202,Concepción,Concepción,08:00 a 15:00,$76.560,1,,,,finanzas@surhouse.cl,VENTAS,FPARAM,,41220 ,$84.216,
Antartik,Antartik,COMERCIAL PAC LIMITADA,77.274.755-1,Avenida Pedro Aguirre Cerda 419,Avenida Pedro Aguirre Cerda 420,San Pedro de la Paz,Concepción,10:00 a 18:00,$76.560,30,,,,pablo@antartik.cl,VENTAS,FPARAM,,41220 ,$84.216,
Emporio Agricola,Emporio Agricola Chacabuco ,EMPORIO AGRICOLA SPA,76.885.707-5,Ongolmo 125,Chacabuco 190,Concepción,Concepción,07:00 a 17:00,$76.560,30,,,,agricola.emporio@gmail.com,VENTAS,FPARAM,,41220 ,$84.216,
Emporio Agricola,Emporio Agricola Ongolmo ,EMPORIO AGRICOLA SPA,76.885.707-5,Ongolmo 125,Ongolmo 125,Concepción,Concepción,07:00 a 17:00,$76.560,30,,,,agricola.emporio@gmail.com,VENTAS,FPARAM,,41220 ,$84.216,
Emporio Agricola,Emporio Agricola Angol,EMPORIO AGRICOLA SPA,76.885.707-5,Ongolmo 125,Chacabuco 306,Concepción,Concepción,07:00 a 17:00,$76.560,30,,,,agricola.emporio@gmail.com,VENTAS,FPARAM,,41220 ,$84.216,
Emporio Agricola,Emporio Agricola Castellon,EMPORIO AGRICOLA SPA,76.885.707-5,Ongolmo 125,Chacabuco 908,Concepción,Concepción,07:00 a 17:00,$76.560,30,,,,agricola.emporio@gmail.com,VENTAS,FPARAM,,41220 ,$84.216,
Emporio Agricola,Emporio Agricola Ohiggins ,EMPORIO AGRICOLA SPA,76.885.707-5,Ongolmo 125,Ohiggins 302,Concepción,Concepción,07:00 a 17:00,$76.560,30,,,,agricola.emporio@gmail.com,VENTAS,FPARAM,,41220 ,$84.216,
Los Robles,Los Robles (Lomas),SOCIEDAD COMERCIAL RECHE LIMITADA,77.743.530-2,Paso hondo #208 local A,Paso hondo #208 local A,Concepción,Concepción,09:00 a 12:30,$76.560,1,,,,contacto@panaderialosrobles.cl,VENTAS,FPARAM,,41220 ,$84.216,
Los Robles,Los Robles (Hualpen),SOCIEDAD COMERCIAL RECHE LIMITADA,77.743.530-2,Paso hondo #208 local A,Paso hondo #208 local A,Concepción,Concepción,09:00 a 12:30,$76.560,1,,,,contacto@panaderialosrobles.cl,VENTAS,FPARAM,,41220 ,$84.216,
Los Robles,Los Robles (Chiguayante),SOCIEDAD COMERCIAL RECHE LIMITADA,77.743.530-2,Paso hondo #208 local A,Paso hondo #208 local A,Concepción,Concepción,09:00 a 12:30,$76.560,1,,,,contacto@panaderialosrobles.cl,VENTAS,FPARAM,,41220 ,$84.216,
Los Robles,Los Robles (San Pedro de la Paz,SOCIEDAD COMERCIAL RECHE LIMITADA,77.743.530-2,Paso hondo #208 local A,Paso hondo #208 local A,Concepción,Concepción,09:00 a 12:30,$76.560,1,,,,contacto@panaderialosrobles.cl,VENTAS,FPARAM,,41220 ,$84.216,
Distribuidora Abaco ltda,Dist. Abaco Ltda (supermercados El Trebol),DISTRIBUIDORA ABACO LIMITADA,76.392.555-2,Barros Arana 06551,Barros Arana 06551,Temuco,Temuco,a coordinar,$70.320,30,,,,imera@supereltrebol.cl,VENTAS,FPARAM,,41220 ,$77.352,
Inversiones HRV SPA,Street Wrap (San Pedro de la Paz),INVERCIONES HRV SPA,77.788.297-K,Av laguna grande 115 local 10,Av laguna grande 115 local 10,San Pedro de la Paz,Concepción,11:30 a 21:00,$76.560,1,,,,streetwrapsanpedro@gmail.com,VENTAS,FPARAM,,41220 ,$84.216,
Sociedad Carlos Chávez Wells y Cia Ltda,Il Giardino,SOCIEDAD CARLOS CHÁVEZ WELLS Y CIA LIMITADA,76.216.476-0,Manuel Rodríguez 87,Manuel Rodríguez 87,Chiguayante,Concepción,08:30 a 17:00,$76.560,1,,,,administracion@elgiardino.cl,VENTAS,FPARAM,,41220 ,$84.216,
Noble corral SPA,Noble Corral Andalue,NOBLE CORRAL SPA,76.159.899-6,"Avenida La Plaza 651, Las Condes","Camino al venado 240, San Pedro de la Paz",San Pedro de la Paz,Concepción,10:00 a 18:00,$76.560,15,,,,priscillacorral@gsv.cl,VENTAS,FPARAM,,41220 ,$84.216,
Noble corral SPA,Noble Corral San Andrés,NOBLE CORRAL SPA,76.159.899-6,"Avenida La Plaza 651, Las Condes","Ramón Carrasco 418, Concepción",Concepción,Concepción,10:00 a 18:00,$76.560,15,,,,priscillacorral@gsv.cl,VENTAS,FPARAM,,41220 ,$84.216,
Noble corral SPA,Noble corral Chiguayante,NOBLE CORRAL SPA,76.159.899-6,"Avenida La Plaza 651, Las Condes","O’Higgins 1831, Chiguayante",Chiguayante,Concepción,10:00 a 18:00,$76.560,15,,,,priscillacorral@gsv.cl,VENTAS,FPARAM,,41220 ,$84.216,
Lonco Market,Lonco Market,LONCO MARKET LIMITADA,77.951.759-4,"El comendador #2808, Lonco norte","El comendador #2808, Lonco norte",Chiguayante,Concepción,10:00 a 16:00,$76.560,1,,,,jgutierrezlonco@live.cl,VENTAS,FPARAM,,41220 ,$84.216,
Verde Limon,Verde Limon Villuco,EMPORIO IDAHUE SPA ,77.856.315-0,"Ignacio verdugo 77, sector Villuco","Ignacio verdugo 77, sector Villuco",Chiguayante,Concepción,09:30 a 18:00,$76.560,7,,,,carlos.figueroaferrada@hotmail.com,VENTAS,FPARAM,,41220 ,$84.216,
Verde Limon,Verde Limon Idahue,EMPORIO IDAHUE SPA ,77.856.315-0,"Ignacio verdugo 77, sector Villuco","Ignacio verdugo 77, sector Villuco",Chiguayante,Concepción,09:30 a 18:00,$76.560,7,,,,carlos.figueroaferrada@hotmail.com,VENTAS,FPARAM,,41220 ,$84.216,
Befrost,Befrost,COMERCIAL RC LIMITADA,77.274.773-k,Avenida Ramon Carrasco #282,Avenida Ramon Carrasco #282,Concepción,Concepción,10:00 a 20:00,$76.560,1,,,,comercialrcltda@gmail.com,VENTAS,FPARAM,,41220 ,$84.216,
Distribuidora Calfulen,Distribuidora Calfulen Andalue,DISTRIBUIDORA CALFULEN SPA,77.659.065-7,"Camino el venado 1440 lote D - 1, camino el venado","Camino el venado 1440 lote D - 1, camino el venado",San Pedro de la Paz,Concepción,09:00 a 21:00,$76.560,1,,,,marcela.fernandezg@outlook.com,VENTAS,FPARAM,,41220 ,$84.216,
Distribuidora Calfulen,Distribuidora Calfulen Huertos,DISTRIBUIDORA CALFULEN SPA,77.659.065-7,"Camino el venado 1440 lote D - 1, camino el venado","Camino el venado 1440 lote D - 1, camino el venado",San Pedro de la Paz,Concepción,09:00 a 21:00,$76.560,1,,,,marcela.fernandezg@outlook.com,VENTAS,FPARAM,,41220 ,$84.216,
Panaderia Delicias Las Lomas,Panaderia Delicias Las Lomas,SANTIAGO MARCELO FERNANDEZ SUAZO,11.680.218-k,Avenida San Sebastián 1145,Avenida San Sebastián 1145,Concepción,Concepción,11:00 a 20:00,$76.560,1,,,,xlillo.st@gmail.com,VENTAS,FPARAM,,41220 ,$84.216,
Mr Food SPA,Mr Sushi Temuco,MR FOOD SPA,77.072.134-2,Manuel Bulnes 721,Manuel Bulnes 721,Temuco,Temuco,11:00-22:30,$83.200,1,,,,amolina@mrsushi.cl,VENTAS,FPARAM,,41220 ,$91.520,
Sociedad de inversiónes Garbanzal Limitada,Café Fabbrica,SOCIEDAD DE INVERSIONES GRABANZAL LIMITADA,77.891.017-9,Calle Bureo 2300 local 1 Andalué,Calle Bureo 2300 local 1 Andalué,San Pedro de la Paz,Concepción,09:00 a 19:30,$76.560,1,,,,hola@fabbrica.cl,VENTAS,FPARAM,,41220 ,$84.216,
Minimarket Los Chiquillos,Minimarket Los Chiquillos,JABEL SPA,77.968.311-7,Pilpilco 9032,Pilpilco 9032,Hualpen ,Concepción,08:00 a 20:00,$76.560,1,,,,Kiarabelmar@gmail.com,VENTAS,FPARAM,,41220 ,$84.216,
Los Pollos Ltda,Los Pollos San Pedro de la Paz,LOS POLLOS LIMITADA,76.028.414- 9,Los Aromos 1481,Los Aromos 1481,San Pedro de la Paz,Concepción,09:30 a 13:30,$76.560,1,,,,Andreaag@vtr.cl,VENTAS,FPARAM,,41220 ,$84.216,
La Cesta,La Cesta,COMERCIALIZADORA SYD SPA,77.504.459-4,"Camino el venado 1260, local 9, Andalue","Camino el venado 1260, local 9, Andalue",San Pedro de la Paz,Concepción,11:00 a 21:00,$76.560,1,,,,Comercializadorasydspa@gmail.com,VENTAS,FPARAM,,41220 ,$84.216,
S&S Market,S&S Market,COMERCILAIZADORA SANTANA SILVA SPA,78.053.032-4,Orompello 771,Orompello 771,Concepción,Concepción,08:30 a 19:00,$76.560,15,,,,comercializadorasantanasilva@gmail.com,VENTAS,FPARAM,,41220 ,$84.216,
Los Fundadores,Los Fundadores,DI AUTORI GASTRONOMIA LIMITADA,76.636.296- 6,Camino el Venado 620 9b,Camino el Venado 620 9b,San Pedro de la Paz,Concepción,a coordinar,$76.560,1,,,,,VENTAS,FPARAM,,41220 ,$84.216,
Rapid Market,Rapid Market Temuco,MB COMPAÑIA SPA,77.707.551-9,Claro solar 620 local 102 A,Claro solar 620 local 102 A,Temuco,Temuco,07:30 a 21:00,$76.560,1,,,,Mbcompania@gmail.com,VENTAS,FPARAM,,41220 ,$84.216,
Antartik,Antartik Valle Noble,COMERCIAL NOBLE LIMITADA,77.346.105-8,"Valle Noble 50, Local 1.","Valle Noble 50, Local 1.",Concepción,Concepción,09:30 a 17:00,$76.560,7,,,,franco@antartik.cl,VENTAS,FPARAM,,41220 ,$84.216,
Duck Market,Duck Market Andes Temuco,ESTABLECIMIENTOS CENTRO SUR LIMITADA,78.966.690-3,Andes 480,Andes 480,Temuco,Temuco,09:00 a 13:00,$76.560,1,,,,ahuarapil@duckmarket.cl,VENTAS,FPARAM,,41220 ,$84.216,
Minimarket La Oficina ,Minimarket La Oficina ,JL INVERSIONES SPA,78.139.929-9,Avda. Michimalonco 1219 LT 622,Avda. Michimalonco 1219 LT 622,San Pedro de la Paz,Concepción,12:00 a 17:00,$83.400,1,,,,josevenegas1@gmail.com,VENTAS,FPARAM,,41220 ,$91.740,
SUPERMERCADO ELTIT LTDA Pucon,Eltit Ohiggins Pucon,SUPERMERCADO ELTIT LIMITADA,77.575.340-4,Ohiggins N 336,Ohiggins N 336,Pucón,Pucón,08:00 a 17:00,$78.958,30,,,,bpoblete@eltit.cl,VENTAS,FPARAM,,41220 ,$86.854,
SUPERMERCADO ELTIT LTDA Pucon 2,Eltit Camino Internacional Pucon,SUPERMERCADO PUCON ORIENTE LIMITADA,77.587.770-7,Camino internacional 2000 ,Camino internacional 2000 ,Pucón,Pucón,08:00 a 17:00,$78.958,30,,,,bpoblete@eltit.cl,VENTAS,FPARAM,,41220 ,$86.854,
SUPERMERCADO ELTIT LTDA Villarrica,Eltit Epulef Villarrica,SUPERMERCADO SANTA VICTORIA LIMITADA,76.353.910-5,Saturnino Epulef 1520,Saturnino Epulef 1520,Villarrica,Villarrica,08:00 a 17:00,$78.958,30,,,,bpoblete@eltit.cl,VENTAS,FPARAM,,41220 ,$86.854,
SUPERMERCADO ELTIT LTDA Villarrica 2,Eltit Pedro de Valdivia Villarrica,SUPERMERCADO SANTA VICTORIA LIMITADA,76.353.910-5,Saturnino Epulef 1520,Pedro de Valdivia 899,Villarrica,Villarrica,08:00 a 17:00,$78.958,30,,,,bpoblete@eltit.cl,VENTAS,FPARAM,,41220 ,$86.854,
SUPERMERCADO ELTIT LTDA segunda faja,Eltit Segunda Faja Villarrica,SUPERMERCADO SANTA VICTORIA LIMITADA,76.353.910-5,Saturnino Epulef 1520,Segunda Faja al Volcan #1500,Villarrica,Villarrica,08:00 a 17:00,$78.958,30,,,,bpoblete@eltit.cl,VENTAS,FPARAM,,41220 ,$86.854,
SUPERMERCADO ELTIT LTDA Valdivia,Eltit Valdivia,SUPERMERCADO ELTIT LIMITADA,77.575.340-4,Ohiggins N 336,Camilo Henriquez #780,Valdivia,Valdivia,08:00 a 17:00,$78.958,30,,,,bpoblete@eltit.cl,VENTAS,FPARAM,,41220 ,$86.854,
SUPERMERCADO ELTIT LTDA Pucon 3 (the passo),Eltit The Passo Pucon,SUPERMERCADO ELTIT LIMITADA,77.575.340-4,Ohiggins N 336,Ohiggins #672,Pucón,Pucón,08:00 a 17:00,$78.958,30,,,,bpoblete@eltit.cl,VENTAS,FPARAM,,41220 ,$86.854,
Aramark,GetAway Indisa Los Españoles,CENTRAL DE RESTAURANTES ARAMARK LTDA,76.178.360­2,Avenida del Cóndor 760,SANTA MARIA 1810,Providencia,Santiago,8 a 16 hs,$68.400,30,,,,pago-proveedores@aramark.cl,VENTAS ,FJAMIS,,41220 ,69090,
Stock Market Italia,"Av. Italia 1187, local ",FOOD ITALIA H.M SPA,77.193.708-K,"Av. Italia 1187, local ","Av. Italia 1187, local ",Providencia,Santiago,9 a 18 hs,"$78,960",CHEQUE,,CAJA,,fooditalia00@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Frost Food,FROST FOOD,JOAQUIN IBARRA VEGA,19.804.759-7,Transversal uno 845,Transversal uno 845,Pudahuel,Santiago,11:00 - 20:00,"$78,960",1,,,,contacto@frostfood.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
NÓMADES FOODS,NÓMADES FOODS,Comercializadora javier gonzalez diaz EIRL,77.001.615-0,Guillermo Mann 933,Av. Irarrázaval 700,Ñuñoa,Santiago,8:00 a 18:00,"$78,960",1,,,,hola@nomadesfoods.com ,VENTAS ,FJAMIS,,41220 ,$ 84.960,
SipoMarket,SipoMarket,OMNICORP SPA,78.064.665-9,LOS DOMINICOS 7737,Los Jesuitas 727,Providencia,Santiago,10 am a 13:00,"$78,960",1,,,,rsa.hugo@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Mercado Gourmet,Mercado Gourmet,Comercial Mercado Gourmet spa,77219538-9,Lastra 743 pasillo 1 local 202,Lastra 743 pasillo 1 local 202,Recoleta,Santiago,8.30 a 16.30,"$78,960",1,,,,mercadogourmetspa@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Poseidón,Poseidón,ALIMENTOS POSEIDON SPA,77.818.151-7,POETA VICENTE HUIDBOBRO 3426,POETA VICENTE HUIDBOBRO 3426,Macul,Santiago,9:30 a 20:00,"$78,960",1,,,,m.mattisine@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Aloha Acai,Aloha Acai,ALOHA ACAÍ SPA,78096412-K,CAUPOLICAN 475 NULL NUNOA,CAUPOLICAN 475 NULL NUNOA,Ñuñoa,Santiago,11:00 y 20:00,"$78,960",1,,,,contacto@alohaacai.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Heladería Maxidea Viña del Mar,Heladería Maxidea Viña del Mar,Comercial Dulce Sabor SPA,77.952.432-9 ,San Martin 458 Local 13 ,San Martin 458 Local 13 ,Viña del Mar,Valparaíso,13 a 20 hs,"$78,960",1,,,,dulcesaborspa@gmail.com ,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Ruky,Ruky,Ruki SpA,77168146-8,Tadeo Reyes 1091,Antonio Varas 496,Providencia,Santiago,10.00 a 17.00hrs lunes a jueves,"$78,960",1,,,,contacto@ruky.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Urban Snack,Urban Snack,Urban Snack spa,78058622-2,Altos de lircay 2113,RETIRO,Peñaflor,Santiago,,"$78,960",1,,,,garcia.olguinrodrigo@gmail.com ,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Caleta Águilas,Caleta Águilas,ANDES CHEFS SPA,77.707.539-K,ANTONIO COLL Y PI 140 140,Leonardo da Vinci 7064,Las Condes,Santiago,,"$78,960",1,,,,Andeschefs@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Aramark,Getaway - Indisa Españoles,CENTRAL DE RESTAURANTES ARAMARK LIMITADA,76.178.360-2, AVDA. DEL CONDOR  760,SANTA MARIA 1810,Huechuraba,Santiago,09:00 - 11:00,$68.400,30,,,,pago-proveedores@aramark.cl,VENTAS ,FJAMIS,,41220 ,69090,
Emporio Deli,Emporio Deli,INVERSIONES SAN CRISTOBAL SPA,77.721.236-2,AV DIEGO PORTALES 081,RETIRO,San Vicente de Tagua Tagua,Ohiggins,RETIRO,"$78,960",1,,,,inversiones.sancristobal@outlook.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Tropical Wave,Tropical Wave,DANIES INVERSIONES SpA,77.982.947-2,Suecia 210 (Local 3B),Suecia 210 (Local 3B),Providencia,Santiago,8:30 a.m.–22 hs,"$78,960",1,,,,e.ceballos@tropicalwave.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
StreetWrap Padre Hurtado,StreetWrap Padre Hurtado,Gastronómica Nuevo Amanecer SpA,78.169.175-5,Avda. Padre Hurtado 1621,Avda. Padre Hurtado 1621,Las Condes,Santiago,10 a 18 hs,"$75,600",7,,,,streetwrap.ph@gmail.com>,VENTAS ,FJAMIS,,41220 ,$ 84.960,
